time,P_tank1,P_tank2,P_tank3,P_tank4,P_tank5,P_tank6,P_tank7,P_tank8,P_tank9,P_tank10
1502.0,4235.667978814474,4415.145693565598,4595.290063273244,4775.6946044445685,4955.877516565663,5135.723731502426,5315.155229663015,5494.194190729582,5672.55202077748,5850.169947106891
1503.0,4236.095117807345,4415.563685204853,4595.697758006461,4776.091995112674,4956.264493092272,5136.099369447337,5315.519341784828,5494.546473011788,5672.8914402615765,5850.496399918766
1504.0,4236.522187300251,4415.981611346025,4596.105390761132,4776.489326986102,4956.6514137112645,5136.474954098574,5315.883402967028,5494.898706388712,5673.230812587,5850.822806772958
1505.0,4236.9491873147135,4416.3994720079345,4596.512961554008,4776.886600079807,4957.038278435844,5136.850485468093,5316.247413220095,5495.250890869648,5673.570137761707,5851.149167675967
1506.0,4237.376117872145,4416.817267209272,4596.920470401864,4777.283814408685,4957.425087279378,5137.225963567794,5316.61137255462,5495.60302646368,5673.909415793568,5851.475482634206
1507.0,4237.802978994037,4417.234996968813,4597.327917321402,4777.680969987743,4957.811840255113,5137.601388409589,5316.975280981148,5495.955113180017,5674.248646690479,5851.801751654131
1508.0,4238.229770701781,4417.652661305299,4597.735302329356,4778.07806683189,4958.198537376325,5137.976760005384,5317.3391385101695,5496.307151027855,5674.58783046041,5852.1279747422195
1509.0,4238.656493016863,4418.070260237415,4598.142625442486,4778.475104956033,4958.585178656308,5138.352078367078,5317.702945152247,5496.659140016407,5674.926967111121,5852.454151904876
1510.0,4239.083145960685,4418.48779378392,4598.549886677491,4778.87208437512,4958.971764108308,5138.727343506534,5318.066700917929,5497.011080154837,5675.266056650538,5852.7802831485105
1511.0,4239.509729554604,4418.905261963433,4598.957086051082,4779.269005104038,4959.358293745604,5139.1025554356565,5318.430405817715,5497.362971452297,5675.605099086559,5853.106368479621
1512.0,4239.936243820101,4419.322664794695,4599.364223579935,4779.665867157637,4959.744767581417,5139.477714166444,5318.7940598621635,5497.714813918027,5675.944094427068,5853.432407904597
1513.0,4240.362688778456,4419.740002296364,4599.7712992807765,4780.062670550949,4960.1311856289885,5139.852819710553,5319.157663061762,5498.066607561093,5676.283042679962,5853.758401429862
1514.0,4240.789064451055,4420.157274487141,4600.178313170337,4780.459415298781,4960.517547901552,5140.22787207994,5319.521215427035,5498.418352390701,5676.621943853032,5854.084349061883
1515.0,4241.215370859338,4420.574481385686,4600.585265265138,4780.85610141602,4960.903854412357,5140.602871286488,5319.884716968482,5498.77004841599,5676.960797954224,5854.410250807003
1516.0,4241.6416080245335,4420.991623010575,4600.9921555819765,4781.252728917528,4961.290105174612,5140.977817342047,5320.248167696634,5499.12169564615,5677.299604991347,5854.736106671675
1517.0,4242.067775968004,4421.408699380494,4601.398984137466,4781.649297818199,4961.676300201475,5141.352710258497,5320.611567621732,5499.4732940903,5677.638364972264,5855.061916662343
1518.0,4242.493874711094,4421.825710514106,4601.805750948289,4782.045808132897,4962.0624395063205,5141.727550047664,5320.974916754724,5499.824843757592,5677.977077904789,5855.387680785331
1519.0,4242.919904275073,4422.24265642998,4602.212456031031,4782.442259876474,4962.448523102243,5142.102336721386,5321.3382151058495,5500.176344657152,5678.315743796809,5855.7133990471
1520.0,4243.345864681275,4422.659537146735,4602.619099402401,4782.83865306375,4962.834551002463,5142.477070291468,5321.701462685608,5500.527796798152,5678.654362656198,5856.039071454028
1521.0,4243.77175595097,4423.076352683005,4603.025681078972,4783.2349877095785,4963.22052322021,5142.851750769807,5322.064659504493,5500.879200189663,5678.992934490774,5856.364698012507
1522.0,4244.197578105395,4423.493103057341,4603.432201077331,4783.6312638288,4963.606439768596,5143.226378168176,5322.4278055729665,5501.230554840843,5679.3314593083705,5856.690278728856
1523.0,4244.623331165816,4423.909788288362,4603.838659414147,4784.027481436228,4963.992300660843,5143.600952498459,5322.790900901467,5501.58186076078,5679.66993711681,5857.015813609642
1524.0,4245.049015153529,4424.326408394595,4604.245056105994,4784.423640546694,4964.378105910124,5143.975473772424,5323.153945500514,5501.933117958623,5680.008367923935,5857.3413026611315
1525.0,4245.47463008973,4424.742963394628,4604.651391169484,4784.819741174979,4964.763855529644,5144.349942001882,5323.51693938057,5502.2843264434805,5680.346751737588,5857.666745889738
1526.0,4245.9001759956855,4425.159453307003,4605.057664621168,4785.215783335736,4965.1495495324925,5144.7243571987065,5323.879882552044,5502.63548622448,5680.685088565554,5857.9921433018335
1527.0,4246.325652892511,4425.575878150297,4605.463876477696,4785.611767044177,4965.535187931874,5145.098719374588,5324.242775025379,5502.986597310685,5681.023378415653,5858.317494903762
1528.0,4246.751060801491,4425.992237943032,4605.87002675554,4786.007692314762,4965.920770740934,5145.47302854132,5324.605616811007,5503.337659711218,5681.3616212957195,5858.642800701894
1529.0,4247.176399743741,4426.408532703768,4606.276115471283,4786.403559162373,4966.306297972808,5145.847284710741,5324.968407919423,5503.688673435152,5681.699817213537,5858.968060702617
1530.0,4247.60166974047,4426.824762450974,4606.682142641484,4786.799367601766,4966.691769640631,5146.221487894642,5325.331148361039,5504.0396384916285,5682.037966176903,5859.293274912322
1531.0,4248.0268708128715,4427.240927203116,4607.088108282705,4787.195117647704,4967.077185757539,5146.595638104747,5325.6938381462705,5504.3905548896755,5682.376068193631,5859.618443337307
1532.0,4248.4520029820405,4427.657026978916,4607.494012411469,4787.590809314979,4967.462546336669,5146.969735352896,5326.056477285502,5504.7414226384835,5682.714123271505,5859.943565983951
1533.0,4248.877066269136,4428.073061795819,4607.899855044278,4787.986442618253,4967.847851391138,5147.343779650765,5326.419065789208,5505.092241746601,5683.052131418333,5860.268642858595
1534.0,4249.302060695288,4428.489031673815,4608.305636197681,4788.38201757235,4968.2331009340305,5147.717771010142,5326.781603667794,5505.443012223882,5683.390092641931,5860.593673967595
1535.0,4249.726986281654,4428.904936630701,4608.711355888146,4788.7775341920005,4968.618294978485,5148.091709442818,5327.144090931666,5505.793734079036,5683.728006950034,5860.918659317335
1536.0,4250.151843049282,4429.320776684902,4609.117014132215,4789.17299249191,4969.003433537629,5148.465594960648,5327.506527591231,5506.144407321134,5684.065874350435,5861.2435989140995
1537.0,4250.576631019243,4429.736551854986,4609.522610946348,4789.568392486817,4969.388516624526,5148.839427575129,5327.8689136569,5506.495031959262,5684.403694850896,5861.5684927643115
1538.0,4251.001350212676,4430.152262159266,4609.928146347081,4789.963734191448,4969.773544252217,5149.213207298133,5328.231249139042,5506.845608002458,5684.741468459203,5861.893340874156
1539.0,4251.426000650611,4430.567907616203,4610.3336203508225,4790.359017620513,4970.158516433864,5149.586934141373,5328.593534048067,5507.196135459773,5685.079195183135,5862.218143250036
1540.0,4251.850582354115,4430.983488244206,4610.739032974104,4790.75424278874,4970.5434331824845,5149.960608116587,5328.955768394334,5507.546614340252,5685.416875030434,5862.5428998982825
1541.0,4252.275095344229,4431.399004061677,4611.144384233335,4791.149409710752,4970.928294511191,5150.334229235481,5329.31795218823,5507.897044652954,5685.754508008869,5862.867610825227
1542.0,4252.69953964197,4431.814455087023,4611.549674144981,4791.544518401304,4971.313100433051,5150.70779750979,5329.680085440138,5508.247426406888,5686.092094126225,5863.192276037196
1543.0,4253.123915268378,4432.229841338593,4611.954902725484,4791.939568875068,4971.697850961088,5151.081312951185,5330.042168160426,5508.597759611066,5686.429633390226,5863.516895540439
1544.0,4253.548222244467,4432.645162834814,4612.360069991281,4792.334561146645,4972.082546108379,5151.454775571404,5330.404200359296,5508.94804427457,5686.767125808646,5863.8414693412915
1545.0,4253.9724605912,4433.060419594018,4612.76517595861,4792.729495230806,4972.467185887967,5151.828185382146,5330.7661820474805,5509.298280406382,5687.104571389187,5864.165997446126
1546.0,4254.396630329607,4433.475611634596,4613.170220644268,4793.124371142177,4972.851770312884,5152.20154239513,5331.128113235079,5509.648468015545,5687.4419701395855,5864.490479861188
1547.0,4254.82073148062,4433.890738974889,4613.575204064439,4793.519188895393,4973.236299396167,5152.574846621983,5331.489993932474,5509.998607111081,5687.779322067593,5864.814916592768
1548.0,4255.24476406521,4434.305801633198,4613.980126235578,4793.913948505102,4973.6207731508175,5152.9480980743965,5331.851824150045,5510.34869770198,5688.116627181003,5865.1393076472095
1549.0,4255.668728104203,4434.720799627903,4614.384987174049,4794.308649985969,4974.005191589906,5153.321296764104,5332.213603898118,5510.6987397972825,5688.4538854874345,5865.463653030756
1550.0,4256.092623618827,4435.1357329772745,4614.7897868962455,4794.703293352595,4974.389554726443,5153.694442702741,5332.575333186996,5511.048733405966,5688.791096994667,5865.787952749698
1551.0,4256.516450629863,4435.550601699641,4615.194525418522,4795.097878619618,4974.773862573378,5154.067535901992,5332.937012027089,5511.3986785370325,5689.128261710424,5866.112206810364
1552.0,4256.940209158215,4435.96540581334,4615.599202757272,4795.4924058016795,4975.158115143785,5154.4405763734885,5333.298640428624,5511.748575199473,5689.465379642395,5866.436415218994
1553.0,4257.363899224771,4436.380145336593,4616.003818928877,4795.886874913363,4975.542312450616,5154.81356412892,5333.660218401964,5512.098423402287,5689.802450798345,5866.760577981875
1554.0,4257.787520850456,4436.794820287733,4616.408373949651,4796.281285969266,4975.926454506908,5155.186499179902,5334.021745957454,5512.448223154465,5690.139475185916,5867.08469510529
1555.0,4258.211074056107,4437.209430685063,4616.812867835958,4796.675638983965,4976.310541325591,5155.559381538113,5334.383223105384,5512.797974464984,5690.476452812849,5867.408766595518
1556.0,4258.634558862637,4437.623976546832,4617.217300604108,4797.069933972105,4976.694572919702,5155.932211215178,5334.744649856029,5513.147677342805,5690.813383686823,5867.732792458852
1557.0,4259.05797529088,4438.038457891233,4617.621672270451,4797.464170948243,4977.078549302173,5156.304988222703,5335.106026219753,5513.497331796912,5691.1502678155475,5868.05677270148
1558.0,4259.481323361687,4438.452874736537,4618.025982851307,4797.858349926993,4977.46247048599,5156.67771257233,5335.46735220682,5513.846937836279,5691.48710520674,5868.380707329696
1559.0,4259.90460309585,4438.867227101019,4618.430232362973,4798.252470922861,4977.846336484092,5157.050384275718,5335.828627827526,5514.19649546987,5691.823895868068,5868.7045963497285
1560.0,4260.327814514217,4439.2815150028855,4618.834420821762,4798.6465339504375,4978.230147309457,5157.423003344439,5336.189853092167,5514.54600470667,5692.160639807204,5869.0284397678815
1561.0,4260.750957637631,4439.695738460361,4619.238548243983,4799.040539024275,4978.613902975,5157.795569790127,5336.551028011038,5514.895465555553,5692.4973370318585,5869.352237590407
1562.0,4261.174032486927,4440.109897491627,4619.64261464591,4799.434486158901,4978.9976034937,5158.168083624385,5336.9121525943565,5515.244878025544,5692.833987549672,5869.675989823522
1563.0,4261.597039082785,4440.523992114889,4620.046620043821,4799.828375368875,4979.381248878516,5158.540342275649,5337.27322685245,5515.594242125558,5693.170591368323,5869.999696473445
1564.0,4262.01997744601,4440.938022348313,4620.450564453944,4800.222206668787,4979.764839142282,5158.911985287032,5337.634250795579,5515.9435578645425,5693.507148495496,5870.323357546437
1565.0,4262.44284759737,4441.351988210162,4620.854447892612,4800.615980073102,4980.148374298035,5159.28357577768,5337.995224433989,5516.292825251464,5693.843658938846,5870.6469730487515
1566.0,4262.865649557599,4441.765889718479,4621.258270376083,4801.00969559634,4980.531854358667,5159.655113759355,5338.356147777937,5516.642044295209,5694.180122706041,5870.970542986603
1567.0,4263.288383347502,4442.179726891493,4621.662031920566,4801.403353253036,4980.915279337036,5160.026599243792,5338.717020837701,5516.991215004743,5694.516539804736,5871.294067366191
1568.0,4263.711048987744,4442.593499747336,4622.06573254229,4801.796953057628,4981.298649246082,5160.398032242747,5339.077843623531,5517.340285471066,5694.852910242589,5871.617546193765
1569.0,4264.133646499105,4443.00720830421,4622.469372257559,4802.190495024726,4981.681964098717,5160.7694127679615,5339.438616145668,5517.688730054223,5695.189234027222,5871.940979475591
1570.0,4264.556175902232,4443.420852580132,4622.87295108248,4802.583979168751,4982.065223907825,5161.140740831097,5339.799338414315,5518.03712641833,5695.525511166315,5872.264367217816
1571.0,4264.978637217855,4443.834432593312,4623.276469033318,4802.977405504213,4982.448428686324,5161.512016443896,5340.160010439767,5518.385474572384,5695.861741667471,5872.5877094267
1572.0,4265.4010304666135,4444.247948361842,4623.679926126294,4803.370774045646,4982.831578447083,5161.883239618007,5340.52063223236,5518.733774525404,5696.1979255383685,5872.91100610842
1573.0,4265.82335566925,4444.6613999039055,4624.083322377629,4803.764084807374,4983.214673202998,5162.254410365166,5340.881203802033,5519.082026286381,5696.534062786666,5873.234257269218
1574.0,4266.245612846363,4445.074787237401,4624.486657803456,4804.157337803958,4983.59771296694,5162.625528697053,5341.241725159166,5519.430229864266,5696.870153419908,5873.557462915265
1575.0,4266.667802018641,4445.488110380561,4624.8899324199765,4804.550533049831,4983.980697751755,5162.996594625347,5341.602196313965,5519.778385268089,5697.206197445741,5873.880623052777
1576.0,4267.089923206665,4445.901369351406,4625.293146243343,4804.943670559461,4984.363627570328,5163.367608161616,5341.962617276655,5520.126492506837,5697.542194871792,5874.203737687894
1577.0,4267.5119764310975,4446.314564168012,4625.696299289686,4805.336750347277,4984.746502435363,5163.738569317844,5342.322988057389,5520.474551589466,5697.878145705688,5874.526806826841
1578.0,4267.933961712543,4446.727694848452,4626.0993915753,4805.729772427748,4985.129322360047,5164.1094781060665,5342.683308666444,5520.82256252501,5698.21404995508,5874.8498304758305
1579.0,4268.35587907164,4447.140761410717,4626.502423116292,4806.122736815277,4985.512087356676,5164.480334536554,5343.043579113969,5521.1705253223545,5698.549907627561,5875.172808641009
1580.0,4268.777728528932,4447.553763872939,4626.905393928748,4806.515643524264,4985.8947974384455,5164.851138622018,5343.403799410128,5521.518439990511,5698.885718730711,5875.495741328552
1581.0,4269.199510105022,4447.966702253081,4627.308304028835,4806.908492569136,4986.277452618212,5165.221890373937,5343.763969565187,5521.866306538393,5699.221483272074,5875.818628544616
1582.0,4269.621223820504,4448.379576569171,4627.711153432648,4807.301283964353,4986.660052908793,5165.592589803828,5344.124089589308,5522.214124975,5699.557201259362,5876.1414702954735
1583.0,4270.04286969585,4448.792386839251,4628.113942156331,4807.694017724295,4987.042598322953,5165.963236923444,5344.484159492659,5522.561895309302,5699.892872700115,5876.464266587231
1584.0,4270.464447751666,4449.205133081269,4628.516670215991,4808.086693863315,4987.42508887347,5166.333831744332,5344.8441792853855,5522.909617550224,5700.228497601914,5876.787017426078
1585.0,4270.885958008505,4449.617815313265,4628.919337627743,4808.479312395816,4987.807524573197,5166.704374278243,5345.204148977707,5523.257291706722,5700.564075972339,5877.109722818133
1586.0,4271.307400486864,4450.030433553193,4629.321944407634,4808.871873336222,4988.18990543492,5167.0748645367785,5345.564068579766,5523.60491778771,5700.899607818988,5877.432382769572
1587.0,4271.728775207246,4450.442987819062,4629.724490571788,4809.26437669888,4988.572231471411,5167.4453025315115,5345.923938101724,5523.952495802158,5701.235093149476,5877.754997286584
1588.0,4272.150082190191,4450.855478128768,4630.126976136284,4809.656822498143,4988.954502695519,5167.815688274102,5346.283757553695,5524.300025758983,5701.570531971315,5878.077566375308
1589.0,4272.571321456169,4451.267904500307,4630.529401117191,4810.049210748375,4989.336719119979,5168.186021776162,5346.643526945848,5524.647507667163,5701.905924292093,5878.400090041865
1590.0,4272.992493025631,4451.680266951642,4630.931765530563,4810.441541463954,4989.71888075758,5168.556303049281,5347.003246288341,5524.994941535268,5702.241270119389,5878.722568292395
1591.0,4273.413596919007,4452.092565500662,4631.334069392447,4810.833814659233,4990.100987621063,5168.926532105012,5347.362915591346,5525.342327372776,5702.576569460765,5879.045001133042
1592.0,4273.834633156864,4452.504800165337,4631.736312718894,4811.226030348511,4990.483039723158,5169.2967089550175,5347.7225348649445,5525.689665188354,5702.9118223237765,5879.367388569983
1593.0,4274.255601759578,4452.916970963554,4632.138495525947,4811.61818854617,4990.865037076699,5169.666833610776,5348.082104119264,5526.0369549909,5703.247028715978,5879.689730609316
1594.0,4274.676502747588,4453.329077913234,4632.540617829616,4812.010289266538,4991.246979694385,5170.036906084001,5348.441623364468,5526.384196789322,5703.582188644931,5880.01202725718
1595.0,4275.097336141274,4453.741121032262,4632.942679645945,4812.402332523925,4991.628867588961,5170.406926386167,5348.801092610681,5526.731390592552,5703.917302117985,5880.334278519734
1596.0,4275.518101961107,4454.153100338543,4633.344680990941,4812.794318332617,4992.0107007731995,5170.776894528862,5349.160511867994,5527.078536409446,5704.252369143024,5880.656484403039
1597.0,4275.938800227446,4454.565015849917,4633.746621880638,4813.186246706954,4992.3924792598245,5171.146810523696,5349.519881146495,5527.425634248923,5704.587389727451,5880.978644913265
1598.0,4276.359430960721,4454.9768675843225,4634.1485023309615,4813.578117661268,4992.77420306155,5171.516674382197,5349.879200456396,5527.772684119834,5704.922363878781,5881.30076005643
1599.0,4276.779994181276,4455.388655559583,4634.550322357968,4813.969931209656,4993.155872191136,5171.886486115962,5350.238469807649,5528.119686031089,5705.257291604558,5881.622829838786
1600.0,4277.20048990951,4455.800379793548,4634.9520819776235,4814.361687366472,4993.537486661271,5172.256245736491,5350.597689210452,5528.466639991558,5705.592172912295,5881.944854266378
1601.0,4277.620918165711,4456.21204030407,4635.353781205872,4814.753386146205,4993.91904648469,5172.6259532553295,5350.956858674831,5528.813546010162,5705.927007809517,5882.266833345292
1602.0,4278.041278970286,4456.623637108981,4635.755420058771,4815.145027562987,4994.300551674055,5172.995608684039,5351.315978210958,5529.160404095734,5706.261796303747,5882.588767081652
1603.0,4278.461572343538,4457.035170226141,4636.1569985521655,4815.536611631076,4994.682002242066,5173.365212034133,5351.675047828876,5529.5072142570825,5706.59653840249,5882.91065548157
1604.0,4278.881798305783,4457.446639673285,4636.558516702038,4815.928138364729,4995.063398201454,5173.734763317197,5352.03406753866,5529.853976503177,5706.93123411328,5883.232498551082
1605.0,4279.301956877324,4457.858045468256,4636.959974524342,4816.319607778235,4995.444739564871,5174.104262544657,5352.393037350421,5530.200690842844,5707.265883443627,5883.554296296325
1606.0,4279.722048078512,4458.269387628851,4637.361372035037,4816.711019885825,4995.826026345042,5174.47370972812,5352.751957274181,5530.547357284915,5707.600486401065,5883.8760487234
1607.0,4280.142071929575,4458.680666172859,4637.762709250034,4817.102374701762,4996.207258554593,5174.843104879075,5353.110827319981,5530.893975838231,5707.935042992994,5884.197755838356
1608.0,4280.562028450783,4459.091881118086,4638.163986185241,4817.493672240238,4996.58843620623,5175.212448009022,5353.469647497928,5531.240546511695,5708.269553226981,5884.519417647281
1609.0,4280.9819176624615,4459.503032482266,4638.565202856568,4817.8848606545735,4996.969559312593,5175.581739129412,5353.828417818091,5531.58706931402,5708.604017110521,5884.841034156272
1610.0,4281.4017395847995,4459.914120283207,4638.96635927995,4818.275136705885,4997.350627886345,5175.950978251794,5354.187138290477,5531.933544254217,5708.938434651068,5885.162605371378
1611.0,4281.821494238025,4460.325144538615,4639.367455471246,4818.665355534066,4997.731641940143,5176.320165387651,5354.545808925189,5532.279971341025,5709.272805856153,5885.484131298715
1612.0,4282.241181642437,4460.73610526625,4639.768491446376,4819.055517153557,4998.112601486691,5176.689300548455,5354.904429732222,5532.626350583273,5709.607130733215,5885.805611944315
1613.0,4282.660801818208,4461.147002483838,4640.169467221194,4819.445621578804,4998.4935065385225,5177.058383745729,5355.263000721607,5532.97268198981,5709.941409289733,5886.127047314195
1614.0,4283.080354785579,4461.557836209111,4640.5703828115775,4819.83566882421,4998.8743571083405,5177.427414990879,5355.621521903412,5533.318965569403,5710.275641533243,5886.448437414518
1615.0,4283.49984056474,4461.968606460009,4640.971238233401,4820.225658904158,4999.255153208719,5177.796394295448,5355.979993287633,5533.665201330941,5710.60982747115,5886.769782251216
1616.0,4283.919259175941,4462.3793132537785,4641.372033502509,4820.615591833091,4999.635894852408,5178.165321670812,5356.338414884318,5534.011389283193,5710.94396711091,5887.091081830403
1617.0,4284.338610639225,4462.789956608356,4641.772768634745,4821.005467625432,5000.016582051848,5178.534197128484,5356.696786703496,5534.357529434992,5711.278060460014,5887.412336158156
1618.0,4284.757894974858,4463.200536541406,4642.173443645984,4821.395286295505,5000.397214819744,5178.903020679897,5357.055108755154,5534.703621795106,5711.612107525925,5887.733545240481
1619.0,4285.177112202634,4463.6110530706355,4642.57405855206,4821.785047857744,5000.777793168681,5179.271792336487,5357.413381049369,5535.049666372379,5711.946108316071,5888.054709083387
1620.0,4285.596262343303,4464.021506213714,4642.974613368777,4822.174752326483,5001.158317111278,5179.640512109717,5357.771603596068,5535.395663175563,5712.280062837941,5888.3758276929875
1621.0,4286.015345416751,4464.431895988261,4643.375108111957,4822.564399716138,5001.538786660142,5180.00918001102,5358.129776405279,5535.74161221346,5712.613971098939,5888.696901075283
1622.0,4286.434361443026,4464.842222411977,4643.775542797379,4822.953990041036,5001.919201827819,5180.377796051848,5358.487899487004,5536.0875134948765,5712.947833106535,5889.01792923629
1623.0,4286.853310442297,4465.252485502493,4644.175917440859,4823.343523315514,5002.299562626889,5180.746360243605,5358.845972851245,5536.433367028424,5713.281648868158,5889.338912182018
1624.0,4287.272192434693,4465.662685277495,4644.57623205821,4823.73299955399,5002.679869070005,5181.1148725977055,5359.203996507968,5536.779172823163,5713.6154183912695,5889.659849918547
1625.0,4287.691007440229,4466.07282175451,4644.976486665204,4824.1224187707985,5003.060121169657,5181.483333125593,5359.561970467044,5537.124930887735,5713.949141683291,5889.980742451863
1626.0,4288.109755478988,4466.48289495118,4645.376681277668,4824.51178098023,5003.440318938459,5181.851741838666,5359.919894738658,5537.4706412309215,5714.282818751499,5890.301589787986
1627.0,4288.5284365710295,4466.892904885111,4645.776815911317,4824.901086196629,5003.8204623889615,5182.220098748347,5360.277769332557,5537.81630386147,5714.616449603579,5890.622391932929
1628.0,4288.947050736367,4467.302851573959,4646.176890581912,4825.290334434335,5004.200551533686,5182.588403865927,5360.63559425896,5538.161918788152,5714.950034246826,5890.943148892693
1629.0,4289.365597995105,4467.712735035244,4646.576905305252,4825.679525707654,5004.58058638522,5182.956657202953,5360.993369528079,5538.507486019724,5715.283572688681,5891.263860673311
1630.0,4289.78407836724,4468.122555286588,4646.976860097055,4826.068660030864,5004.960566956062,5183.324858770756,5361.3510951484195,5538.853005564946,5715.61706493651,5891.584527280772
1631.0,4290.20249187282,4468.532312345535,4647.376754973054,4826.457737418295,5005.340493258773,5183.693008580689,5361.708771131809,5539.198477432515,5715.9505109977745,5891.905148721062
1632.0,4290.620838531837,4468.942006229653,4647.776589948979,4826.8467578842265,5005.720365305889,5184.06110664415,5362.066397487278,5539.543901631221,5716.283910879811,5892.225725000198
1633.0,4291.039118364296,4469.351636956522,4648.176365040575,4827.235721442976,5006.100183109908,5184.429152972524,5362.423974224788,5539.889278169821,5716.617264590079,5892.546256124149
1634.0,4291.457331390196,4469.761204543641,4648.576080263581,4827.624628108788,5006.479946683372,5184.797147577155,5362.781501354444,5540.234607057001,5716.950572135993,5892.866742098918
1635.0,4291.875477629458,4470.170709008596,4648.975735633653,4828.013477895999,5006.859656038789,5185.165090469395,5363.138978886043,5540.579888301535,5717.283833524855,5893.187182930479
1636.0,4292.293557102108,4470.5801503688535,4649.3753311665905,4828.4022708187795,5007.239311188672,5185.532981660626,5363.496406829624,5540.925121912128,5717.617048764095,5893.507578624821
1637.0,4292.711569828093,4470.989528641978,4649.774866878005,4828.791006891459,5007.618912145526,5185.90082116218,5363.853785195073,5541.2703078975155,5717.950217861134,5893.827929187934
1638.0,4293.1295158273615,4471.398843845488,4650.174342783663,4829.179686128269,5007.998458921833,5186.268608985507,5364.211113992298,5541.6154462664035,5718.283340823326,5894.14823462579
1639.0,4293.547395119839,4471.808095996849,4650.573758899101,4829.56830854346,5008.377951530115,5186.6363451417865,5364.568393231266,5541.960537027516,5718.616417658054,5894.468494944391
1640.0,4293.965207725397,4472.217285113554,4650.973115240081,4829.95687415119,5008.757389982812,5187.00402964243,5364.925622921879,5542.305580189547,5718.949448372712,5894.788710149605
1641.0,4294.382953664017,4472.626411213094,4651.372411822489,4830.345382965841,5009.136774292443,5187.371662498762,5365.282803073995,5542.650575761204,5719.282432974637,5895.108880247494
1642.0,4294.8006329555565,4473.035474312927,4651.771648662235,4830.733835001566,5009.516104471428,5187.739243722098,5365.639933697582,5542.995523751198,5719.615371471221,5895.429005244001
1643.0,4295.21824561993,4473.444474430667,4652.1708257738655,4831.122230272585,5009.895380532275,5188.106773323786,5365.997014802505,5543.340424168157,5719.94826386979,5895.748015755526
1644.0,4295.6357916770185,4473.853411583484,4652.569943173558,4831.510568793093,5010.274602487358,5188.474251315112,5366.354046398644,5543.685277020932,5720.281110177732,5896.066563700659
1645.0,4296.053271146694,4474.262285788973,4652.969000876989,4831.898850577289,5010.6537703492395,5188.841677707391,5366.711028495918,5544.030082318102,5720.6139104023905,5896.385066895006
1646.0,4296.470684048807,4474.671097064561,4653.367998899838,4832.287075639375,5011.0328841303635,5189.209052511952,5367.067961104152,5544.37484006838,5720.946664551108,5896.703525344796
1647.0,4296.888030403175,4475.079845427673,4653.766937257697,4832.675243993573,5011.411943843189,5189.57637574008,5367.424844233284,5544.719550280433,5721.279372631221,5897.021939056054
1648.0,4297.305310229783,4475.488530895748,4654.165815966199,4833.063355654059,5011.790949500078,5189.943647403036,5367.7816778931465,5545.064212962968,5721.612034650114,5897.340308034866
1649.0,4297.722523548228,4475.89715348622,4654.564635040939,4833.451410634996,5012.169901113478,5190.310867512119,5368.138462093633,5545.4088281246,5721.944650615136,5897.658632287343
1650.0,4298.139670378436,4476.305713216429,4654.963394497469,4833.839408950553,5012.5487986958815,5190.678036078636,5368.495196844589,5545.753395774032,5722.277220533585,5897.976911819609
1651.0,4298.5567507401975,4476.714210103806,4655.362094351407,4834.227350615104,5012.927642259645,5191.0451531138815,5368.851882155906,5546.097915919899,5722.609744412799,5898.295146637728
1652.0,4298.973764653325,4477.122644165746,4655.760734618301,4834.615235642418,5013.306431817211,5191.412218629091,5369.20851803746,5546.442388570914,5722.9422222600915,5898.613336747751
1653.0,4299.390712137574,4477.531015419569,4656.159315313785,4835.003064046816,5013.6851673809715,5191.779232635439,5369.565104499074,5546.786813735677,5723.274654082834,5898.931482155842
1654.0,4299.807593212701,4477.93932388271,4656.557836453358,4835.390835842448,5014.063848963324,5192.146195144382,5369.921641550552,5547.131191422876,5723.607039888329,5899.249582867981
1655.0,4300.224407898513,4478.347569572489,4656.956298052588,4835.77855104346,5014.442476576749,5192.513106167118,5370.278129201797,5547.475521641161,5723.93937968388,5899.5676388902875
1656.0,4300.641156214802,4478.755752506258,4657.354700127057,4836.1662096639775,5014.82105023356,5192.879965714876,5370.634567462615,5547.819804399169,5724.271673476806,5899.885650228826
1657.0,4301.057838181172,4479.16387270135,4657.753042692255,4836.553811718118,5015.199569946142,5193.246773798883,5370.9909563428455,5548.16403970564,5724.60392127441,5900.2036168896775
1658.0,4301.4744538174045,4479.571930175122,4658.151325763783,4836.941357220016,5015.578035726898,5193.613530430397,5371.347295852327,5548.508227568976,5724.936123084041,5900.521538878869
1659.0,4301.891003143271,4479.979924944864,4658.549549357095,4837.328846183749,5015.95644758822,5193.980235620614,5371.703586000881,5548.852367997942,5725.268278912946,5900.839416202475
1660.0,4302.307486178439,4480.387857027884,4658.947713487768,4837.71627862345,5016.334805542452,5194.346889380778,5372.0598267983505,5549.196461001185,5725.600388768413,5901.157248866549
1661.0,4302.723902942571,4480.795726441521,4659.345818171263,4838.103654553169,5016.713109601986,5194.713491722188,5372.416018254548,5549.540506587294,5725.932452657783,5901.4750368771965
1662.0,4303.140253455419,4481.203533203044,4659.743863423074,4838.490973987033,5017.091359779132,5195.080042655987,5372.772160379279,5549.884504764843,5726.2644705883395,5901.792780240391
1663.0,4303.556537736638,4481.611277329759,4660.141849258749,4838.878236939106,5017.469556086279,5195.446542193413,5373.1282531823335,5550.228455542516,5726.596442567373,5902.110478962192
